,title,brand,model,price,rating,review_num,operating_system,battery_life,screen_size,dimensions,Hard_Drive_Capacity,Processor Type,Processor Speed,RAM Memory
87,"HP ENVY X360 Laptop 15.6"" FHD, Intel Core i7-8565U, 8GB SDRAM, 512GB SSD, 15-cn1073wm, Ash Silver",HP,15-cn1073wm,899.00,4.8,11,Windows 10,12.25 h,"15.6""",,512 GB,"1.8 GHz base frequency, up to 4.6 GHz with Intel® Turbo Boost Technology",1.8 GHz,8 GB
88,"Refurbished Dell A9 9420e 11.6"" AMD Athlon, 4GB RAM, 500GB, Windows 10",Dell,i3185-A784GRY,201.00,4,1,Windows 10,,"11.60""",16.10 x 10.35 x 2.95 Inches,500 GB,AMD Athlon,,4.00 GB
89,"Acer Spin 1, 11.6"" HD Touch, Intel Pentium Silver N5000, 4GB LPDDR4, 64GB eMMC, Office 365 Personal, Windows 10 in S mode, SP111-33-P1XD",Acer,SP111-33-P1XD,329.00,4.5,53,Windows 10 in S Mode,8 h,11.6 in,8.00 x 11.50 x 0.90 Inches,64 GB,Intel Pentium Silver N5000 Quad-Core Processor,2.4 GHz,4 GB
90,"onn. 11.6"" (2-in-1) Windows Tablet with Detachable Keyboard",onn.,100005693,279.00,3.8,4,Windows 10,6 h,11.6 in,,,,,
91,"Microsoft Surface Pro 4 12.3"" 4GB/128GB Intel Core m3",Microsoft,SU3-00001,379.99,3.4,18,Windows,,"12.3""",9.21 x 15.17 x 1.58 Inches,128 GB,Intel Core M3 Processor,2.2 GHz,4 GB
92,"IVIEW-ULTIMA 13.3"" Touch Screen 360° Convertible Laptop",IVIEW,ULTIMA,169.99,3.2,210,Windows 10,,"13.3""",13.00 x 9.00 x 0.75 Inches,32 GB,Intel Atom Cherry Trail Z8300 Quad-Core Processor,"1.60 GHz, with a Max Turbo Speed of 1.80 GHz",2 GB
93,"Dell Chromebook 11 - 3189 Intel Celeron N3060 X2 1.6GHz 4GB 32GB, Black Refurbished",Dell,,159.99,5,1,Chrome OS,,,,,,,
94,"Acer - R 11 CB5-132T-C8ZW 2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - WhiteLaptop Notebook PC Computer Touchscreen",Acer,118739,218.23,1.5,2,Chrome OS,10 h,11.6 in,11.60 x 8.00 x 0.80 Inches,16 GB,Intel Celeron,1.60 GHz,4 GB
95,"Refurbished Asus C100PA-RBRKT03D  DEMO 10.1"" RK3288C 1.8GHz   2GB Ram 16GB HDD -Aluminum",ASUS,RBC100PARBRKT03,123.00,2.5,2,,,"10.1\""",15.94 x 12.44 x 9.45 Inches,,,,
96,"Lenovo - Yoga 710 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black Tablet PC Notebook Computer 80V50010US",Lenovo,80V5,540.00,4.3,442,Windows 10,8 h,15.6 in,14.10 x 9.60 x 0.70 Inches,256 GB,Intel Core i5,1.50 GHz,4.00 GB
97,"SAMSUNG Galaxy Tab S6 10.5"" 128GB WiFi Android 9.0 Pie Tablet Mountain Gray S Pen - SM-T860NZAAXAR",Samsung,SM-T860NZAAXAR,603.84,3.9,22,Android 9.0 Pie,15 h,"10.5""",11.00 x 7.10 x 0.50 Inches,,,,
98,"Acer Chromebook R11 CB5-132T-C67Q Touch screen Chromebook with Intel Celeron N3060 Processor, 11.6"" IPS Multitouch screen 4GB Memory, 32GB SSD and Google Chrome OS",Acer,CB5-132T-C67Q,250.75,4.1,49,Chrome OS,10 h,11.6 in,11.57 x 8.03 x 9.33 Inches,32 GB,Intel Celeron,1.6 GHz,4 GB
99,"Lenovo IdeaPad FLEX-14API 81SS0000US 14"" Touchscreen 2 in 1 Notebook - AMD Ryzen 5 3500U - 8GB RAM - 256GB SSD - Onyx Black",Lenovo,81SS0000US,549.99,4.6,1683,Windows 10,10 h,14 in,20.00 x 3.00 x 14.00 Inches,256 GB,AMD Ryzen 5 3500U,2.1 GHz,8 GB
100,"Google Pixelbook 12.3"", 2-in 1 Touchscreen Display, Intel Core i7 Processor, 16GB, 512GB eMMC Storage, GA00124-US",Google,GA00124-US,2305.95,4.8,4,Chrome OS,10 Hour,"12.3""",15.51 x 9.80 x 1.77 Inches,,Intel Core i7 - 7th Generation,1.30 GHz,16 GB
101,"Acer R11 CB5-132T-C1LK 11.6"" Chromebook, Touchscreen, 2-in-1, Chrome, Intel Celeron N3150 Quad-Core Processor, 4GB RAM, 32GB Flash Storage",Acer,CB5-132T-C1LK,264.97,3.8,8,Chrome OS,10 h,"11.6""",11.57 x 8.03 x 0.76 Inches,32 GB,Intel Celeron,1.6 GHz,4 GB
102,"Acer Chromebook 15 CB3-532-C42P - 15.6"" - Celeron N3060 - 4 GB RAM - 16 GB SSD - US",Acer,NX.GHJAA.004,235.32,4.4,9,Chrome OS,0 h,"15.6""",,16 GB,Intel Celeron,1.6 GHz,4 GB
103,"HP CHROMEBOOK X360 11-AE120NR, Intel Celeron N3350, Intel HD Graphics 500, 64GB emmc, 4GB LPDDR4, 4SH03UA#ABA",HP,11-AE120NR,418.00,4.7,3,Chrome OS,,"11.6""",8.20 x 12.00 x 11.00 Inches,64 GB,Intel Celeron,1.1 GHz,4 GB
104,"Lenovo 14e Chromebook 81MH0006US 14"" LCD Chromebook - AMD A-Series A4-9120 Dual-core (2 Core) 1.6GHz - 4GB LPDDR4X - 32GB Flash Memory - Chrome OS",Lenovo,81MH0006US,278.01,0,0,Chrome OS,10 hours,14.00 in,,32 GB,AMD A4-9120,1.6 GHz,4 GB
105,"Acer Chromebook R 13 CB5-312T-K0YQ - 13.3"" - MT8173 - 4 GB RAM - 64 GB SSD - US",Acer,NX.GL4AA.002,403.31,0,0,Chrome OS,12 hours,"13.3""",9.00 x 12.80 x 0.60 Inches,64 GB,MediaTek M8173C,2.1 GHz,4 GB
106,CB5-312T-K6TF MT8173 2G 4GB 32GB 13.3IN 11AC CHROME,Acer,NX.GL4AA.010,379.00,0,0,Chrome OS,12 Hours,13.30 Inches,5.00 x 5.00 x 5.00 Inches,32 GB,MediaTek M8173C,2.1 GHz,4 GB
107,"HP Chromebook 11A G6 - Education Edition - 11.6"" - A4 9120C - 4 GB RAM - 16 GB SSD",HP,6KJ19UT,174.99,2.2,5,Chrome OS,10.00 h,11.60 in,8.20 x 12.00 x 0.70 Inches,16 GB,AMD A4 9120C,1.6 GHz,4 GB
108,Acer C771-C4TM Chromebook CELERON 3855U 1.6 4GB 32GB 11.6IN CHROME OS,Acer,NX.GNZAA.002,280.52,1,1,Chrome OS,13 h,11.6 in,15.00 x 9.00 x 3.00 Inches,32 GB,Intel 3855U,1.6 Gigahertz,4 Gigabytes
109,"ASUS Chromebook Laptop 12, Intel Celeron, 32GB Flash Storage, 4GB RAM, C223NA-DH02-RD",ASUS,90NX01Q2-M00280,229.00,4.7,3,Chrome OS,10 h,"11.6""",15.00 x 13.00 x 9.00 Inches,32 GB,Intel Celeron,1.1 GHz,4 GB
110,"Refurbished EVOO EV-EL2in1-116-2-RG 11.6"" FHD Touchscreen N3350 1.1GHz 4GB RAM 32GB eMMC Win 10 Home Rose Gold",EVOO,VIPRB-EV-EL2in1-116-2-RG,179.00,3.5,44,Windows 10,,"11.6""",11.90 x 8.30 x 0.70 Inches,32 GB,,,4 GB
111,"HP 15.6"" Laptop, AMD Ryzen 3 2200U, 1TB HDD, 4GB SDRAM, DVD-Writer, Realtree Edge Camo, 15-DB0047WM",HP,15-db0047wm,499.99,2.8,16,Windows 10,7.50 h,"15.6""",,1 TB,"2.5 GHz base frequency, up to 3.4 GHz burst frequency",2.5 GHz,4 GB
112,"HP 17-ca0056nr Chalkboard Gray Notebook, 17.3"", AMD A9-9425, AMD Radeon R5 Graphics, 1TB HDD, 8GB Memory, 6NU57UA#ABA",HP,17-CA0056NR,494.83,4.5,8,Windows 10,8.00 h,17.30 in,,1 TB,AMD A9,3.1 GHz,8 GB
113,"HP 14 Laptop, Intel Core i5-1035G1, 8GB SDRAM, 256GB SSD + 16GB Intel Optane memory, Natural Silver, 14-dq1039wm",HP,14-dq1039wm,487.99,3.8,52,Windows 10,,"14""",,256 GB,Intel Core i5-1035G1,1 GHz,8 GB
114,"Acer Aspire 3, 14"" HD, AMD A9-9420e, 4GB DDR4, 128GB SSD, Windows 10 in S mode, A314-21-91V1",Acer,A314-21-91V1,229.00,4.2,30,Windows 10,5.5 h,"14""",,128 GB,AMD A-Series Dual-Core Processor A9-9420e,1.8 GHz,4 GB
115,"EVOO 11.6"" Convertible Touchscreen Laptop, FHD, Dual Core, 4GB Memory, 32GB Storage, Mini HDMI, Front Camera, Windows 10 Home, Silver",EVOO,TEV-L2IN1-116-2-SL,129.00,3.2,113,Windows 10,,"11.6""",,32 GB,Dual Core,,4 GB
116,"Lenovo ideapad S145 15.6"" Laptop, AMD Athlon 300U Dual-Core Processor, 4GB Memory, 128GB Solid State Drive, Windows 10 - Black - 81UT004UUS",Lenovo,81UT004UUS,259.99,4.2,1992,Windows 10,4.5 h,"15.6""",,128 GB,AMD Athlon 300U,2.4 GHz,4 GB
117,"Lenovo Flex 11 11.6"" 2 in 1 Laptop, Windows 10, Intel Celeron N4000 Dual-Core Processor, 4GB RAM, 64GB eMMC Solid State Drive, Office 365 1 Year Subscription - 81A70005US",Lenovo,81A70005US,349.99,4.4,915,Windows 10,6 h,"11""",8.00 x 11.60 x 0.70 Inches,64 GB,Intel Celeron,1.1 GHz,4 GB
118,"SAMSUNG Notebook Flash, 13.3"" Full HD, Intel Pentium Silver Processor N5000, 4GB DDR4 RAM, 64GB eMMc, White, NP530XBB-K03US",Samsung,NP530XBB-K03US,349.99,4.2,10,Windows 10,,"13.3""",8.60 x 12.70 x 0.70 Inches,64 GB,Intel Pentium Silver,1.1 GHz,4 GB
119,"Lenovo ThinkPad Yoga 11e Touchscreen 11.6"" Laptop / Tablet Intel Quad Core 4GB RAM 128GB SSD Webcam HDMI Wifi with Windows 10 - Refurbished",Lenovo,11e,135.00,3.7,22,Windows 10,,"11.6""",,128.00 GB,Intel Quad Core,1.83 GHz,4.00 GB
120,"HP Pavilion 14, FHD Micro-Edge Display, Intel Core Core i5-8265U, 8GB, 256GB SSD, Backlit Keyboard, Misty Mauve",HP,14-ce1056wm,479.00,3.7,39,Windows 10,9.25 h,"14""",,256 GB,"1.6 GHz base frequency, up to 3.9 GHz with Intel® Turbo Boost Technology",1.6 GHz,8 GB
121,"Acer Spin 1 , 11.6"" Full HD Touch Notebook, Intel Pentium N4200, Intel HD Graphics, 4GB, 64GB HDD, SP111-32N-P6CV",Acer,SP111-32N-P6CV,349.00,4.3,58,Windows 10,8 h,11.6 in,,64 GB,Intel Pentium N4200,2.5 GHz,4 GB
122,"HP Pavilion 15.6"" FHD Gaming Laptop, Intel Core i5-9300H, NVIDIA GeForce GTX 1050 (3 GB GDDR5), 8GB SDRAM, 256GB SSD, Shadow Black, Acid Green, 15-dk0068wm",HP,15-dk0068wm,579.00,4.4,36,Windows 10,8.5 h,"15.6""",,256 GB,Intel Core i5,2.4 GHz,8 GB
123,"Acer Chromebook R13 CB5-312T-K95W Convertible Laptop, MediaTek MT8173C Quad-Core Processor, 13.3"" Full HD Touchscreen, 4GB LPDDR3, 64GB eMMC",Acer,CB5-312T-K95W,329.00,4.8,60,Chrome OS,12 h,13.3 in,9.00 x 12.80 x 0.60 Inches,64 GB,MT8173,2.1 MHz,4 GB
124,"HP Pavilion 15.6"", Intel Core i7, 8GB RAM, 512GB SSB+32GB Optane, Lunar Gold",HP,15-cs3075wm,679.00,4.8,10,Windows 10,10.00 h,15.60 in,,512 GB,"1.3 GHz base frequency, up to 3.9 GHz with Intel® Turbo Boost Technology",1.3 GHz,8 GB
125,"Dell Inspiron 14 5482 2-in-1 Touchscreen Laptop, 14'', Intel Core i7-8565U, 8GB RAM, 256GB m.2 [PCIe] (SSD), Intel UHD Graphics 620, Windows 10, i5482-7069SLV-PUS",Dell,i5482-7069SLV-PUS,755.00,3.8,2808,Windows 10 Home 64-bit English,,"14.00""",,256 GB,Intel Core i7-8565U,4.6 GHz,8 GB
126,"Refurbished - Samsung XE303C12 Exynos 5250 Dual Core 1.7GHz, 2GB, 16GB SSD, 11.6-in, Chrome OS, CAM",Samsung.,,59.98,2.4,5,Chrome OS,,11.6 in,,16 GB,,,2 GB
127,"Lenovo Ideapad S340 15.6"" Laptop, Windows 10, AMD Ryzen 5 3500U Quad-Core Processor, 8GB Memory, 128GB Storage, Abyss Blue - 81NC00BGUS",Lenovo,81NC00BGUS,379.99,4.6,1465,Windows 10,,"15.6""",,128 GB,AMD Ryzen 5 3500U,2.1 GHz,8 GB
128,"HP 14 Slim Ryzen 3 3200U, AMD Radeon, Vega 3 Graphics, 4GB SDRAM,128GB SSD, Whisper Silver 14-dk0022wm",HP,14-dk0022wm,264.96,4,21,Windows 10 Home in S mode,8 h,14.00 in,,128 GB,"2.6 GHz base clock, up to 3.5 GHz max boost clock",2.6 GHz,4 GB
129,"Refurbished Apple MacBook Pro 13.3"" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA",Apple,MD101LL/A,,3.1,126,"@generated, Windows",7 h,"13.3""",,500 GB,Intel Core i5,2.5 GHz,4 GB
130,"ASUS TUF Gaming (FX) FX505DT-EB73 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 8GB RAM, 512GB SSD, 15.6"" Full HD (1920x1080), NVIDIA GTX 1650, Wifi, Bluetooth, Webcam, Win 10 Home)",ASUS,TUF Gaming (FX),899.99,0,0,Windows 10,,15.60 in,,512 GB,AMD Ryzen 7 3750H,2.30 GHz,8.00 GB
131,"HP Pavilion Gaming 15-CX0030NR Laptop 15.6"", Intel Core i5-8300H, NVIDIA GeForce GTX 1050Ti 4GB, 1TB HDD + 128GB SSD, 8GB RAM, 3WE99UA#ABA",HP,15-CX0030NR,886.40,4,4,Windows 10,9.25 h,"15.6""",2.72 x 21.73 x 12.00 Inches,1 TB,"Intel Core i5, Intel Core i5 - 8th Generation",2.3 GHz,8 GB
132,"Dell G5587-5542BLK-PUS Laptop 15.6"" FHD, Intel i5-8300H, 16GB RAM, GTX 1060, 256GB SSD+1TB HDD, Black",Dell,G5587-5542BLK-PUS,1019.35,3.6,21,Windows 10 Home 64-bit English,,15.6 in,20.59 x 3.11 x 13.58 Inches,1 TB,Intel Core i5,3.9 GHz,16 GB
133,"MSI GS65 15.6"" Gaming Laptop Core i7 16GB RAM 512GB SSD Matte Black with Gold Diamond Cut - 8th Gen i7-8750H Hexa-core - NVIDIA GeForce RTX 2060 - 144 Hz refresh rate - Thunderbolt 3 - Windows 10",MSI,GS65,1847.95,5,1,Windows 10,,"\"", 15.6\""",,512 GB,Intel i7-8750H,,16 GB
134,"MSI GL63 15.6"" Gaming Laptop, Intel Core i5-9300H, NVIDIA GeForce GTX 1650, 8GB, 512GB NVMe SSD, Black, 9sc-063",MSI,GL639SC063,854.00,4.4,27,Windows 10,,"15.6""",10.23 x 15.07 x 1.16 Inches,512 GB,Intel Core i5,2.3 GHz,8 GB
135,MSI GL73 9SDK-219 17.3 144Hz 3ms Gaming Laptop Intel Core i7-9750H; Nvidia GeForce GTX1660Ti; 32GB DDR4; 512GB NVMe SSD Win10,MSI,GL739SDK219,1499.00,0,0,Win 10,,17.30 in,11.30 x 16.50 x 1.30 Inches,512 GB,Intel Core i7-9750H,2.4 GHz,16 GB
136,"Acer Predator Helios 300 Gaming Laptop, 15.6"" Full HD IPS Display w/ 144Hz Refresh Rate, Intel 6-Core i7-8750H, GeForce GTX 1060 6GB Overclockable Graphics, 16GB DDR4, 256GB NVMe SSD, PH315-51-78NP",Acer,PH315-51-78NP,1099.99,0,0,Windows 10,,,,256 GB,Intel 6-Core i7-8750H,22 GHz,16 GB
137,"ASUS ROG STRIX SCAR II Gaming Laptop 17.3 Intel Core i7-8750H, NVIDIA GeForce RTX 2060 6GB, 512GB SSD Storage, 16GB RAM, GL704GV-DS74",ASUS,GL704GV-DS74,1699.99,4.5,4,"Windows 10 (64bit), Windows 10",7 h,17.3 in,19.00 x 4.00 x 13.00 Inches,512 GB,"Intel Core i7, Intel Core i7-8750H",2.2 GHz,16 GB
138,"Lenovo IdeaPad 330s 15.6"" Laptop, Intel Core i5-8250U Quad-Core processor, 20GB (4GB + 16GB Intel Optane) Memory, 1TB Hard Drive, Windows 10 - Platinum Grey - 81F5006FUS",Lenovo,81F5006FUS,584.00,3.6,336,Windows 10,7 h,15.6 in,20.12 x 12.56 x 2.68 Inches,1 TB,Intel Core i5 - 8th Generation,1.6 GHz,4 GB
139,"HP Omen 15-ax250wm, 15.6"" Full-HD IPS Display, Core i7-7700HQ QC Processor, NVIDIA GTX 1050Ti 4GB Graphics Card, 12GB Memory, 1TB Hard Drive",HP,15-ax250wm,961.17,3.8,8,Windows 10,10.5 hours,"15.6""",10.00 x 15.00 x 2.72 Inches,1 TB,7th Generation Intel® Core? i7-7700HQ processor,2.8 GHz,12 GB
140,"Refurbished Acer C720P-2625 11.6"" Touch LED Chromebook Intel Celeron Dual Core 4GB 16GB SSD",Acer,C720P-2625,97.00,0,0,Chrome OS,,11.6 in,,16 GB,,,4 GB
141,"Refurbished Acer Chromebook Touch C720P-2625 11.6"" Multi-Touch LED Display Intel 2955U 1.40GHz 4GB 16GB SSD",Acer,C720-2625,103.99,3.1,7,Chrome OS,,11.6 in,,16 GB,,,4 GB
142,"Refurbished Lenovo Flex 5 2-In-1 Laptop, 15.6 Touch Screen, Intel Core i5, 8GB Memory, 1TB Hard Drive, Windows 10",Lenovo,,379.00,0,0,Windows,,,,1000 GB,,,8 GB
143,"Refurbished Acer C720P-2625 11.6"" Chromebook, Touchscreen, Chrome, Intel Celeron 2955U Dual-Core Processor, 4GB RAM, 16GB Flash Drive",Acer,C720P-2625,104.98,3,4,Chrome OS,7 h,11.6 in,14.00 x 11.00 x 4.00 Inches,16 GB,Intel Celeron,1.4 GHz,4 GB
144,"HP Envy 17-AE110NR Natural Silver 17.3 inch Touch Laptop, Windows 10, Core i7-8550U QC Processor, 12GB Memory, 1TB Hard Drive, DSC MX150 4GB Graphics, DVD, Backlit, Bang & Olufsen",HP,17-AE110NR,1299.00,4.7,7,Windows 10,7.25 h,"17.3""",22.00 x 14.00 x 3.00 Inches,1 TB,Intel Core i7 - 8th Generation,1.8 GHz,12 GB
145,"Dell Inspiron 14 5000 2-in-1 Laptop, 14'' LCD, Intel Core i5 (8th Gen) Core i5-8265U, 8GB DDR4, 256GB SSD, Windows 10 Home, i5481-5684GRY",Dell,I54815684GRY,641.13,3.7,1125,Windows 10,,14.00 in,,256 GB,Intel Core i5,,8 GB
146,"Acer C720P-2625 11.6"" Chromebook Intel 2955U 1.40GHz Dual Core 4GB-DDR3 16GB-SSD (Refurbished)",Acer,,104.98,2.3,6,Chrome OS,,11.6 in,,,,,
147,"Microsoft Surface 13.5"" Touchscreen Laptop i7-7660U 16GB 512GB SSD Win10 Pro",Microsoft,,899.99,0,0,Windows 10,14.5 h,"13.5""",8.80 x 12.10 x 0.60 Inches,512 GB,Intel Core i7,2.50 GHz,16 GB
148,"Dell - Inspiron 2-in-1 11.6"" Touch-Screen Laptop - Intel Pentium - 4GB Memory - 500GB HD - Red",Dell,i3168-3270RED,489.00,3.5,5605,Windows 10,,"11.6""",16.00 x 10.20 x 3.00 Inches,500 GB,Intel Pentium N3710,1.6 Hz,4 GB
149,"Dell XPS 13 9380 Touchscreen Laptop, 13.3"", Intel Core i7-8565U, 8GB RAM, 256GB SSD, Intel UHD Graphics 620, XPS9380-7660SLV-PUS",Dell,XPS9380-7660SLV-PUS,1259.53,4.1,1851,Windows 10 Home 64-bit English,,13.3 in,7.80 x 11.90 x 0.50 Inches,256 GB,Intel Core i7-8565U,4.6 GHz,8 GB
150,"Asus Chromebook Flip C302CA-DHM4 12.5"" Touchscreen LCD 2 in 1 Chromebook",ASUS,C302CA-DHM4,619.86,4.5,16,Chrome OS,10 h,"12.5""",8.30 x 12.00 x 0.59 Inches,64 GB,Intel Core m3 - 6th Generation,900 GHz,4 GB
151,"HP CHROMEBOOK X360 11-AE120NR, Intel Celeron N3350, Intel HD Graphics 500, 64GB emmc, 4GB LPDDR4, 4SH03UA#ABA",HP,11-AE120NR,418.00,4.7,3,Chrome OS,,"11.6""",8.20 x 12.00 x 11.00 Inches,64 GB,Intel Celeron,1.1 GHz,4 GB
152,"HP - ENVY x360 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - HP Finish In Natural Silver",HP,15m-cn0011dx,839.99,0,0,Windows 10,15.5 h,15.6 in,,256 GB,Intel Core i5,,8 GB
153,"Microsoft Surface Pro 4 12.3"" Tablet 8GB / 256GB Intel Core i7 Windows 10 Pro",Microsoft,CQ9-00001,679.00,4.3,18,Windows,,"12.3""",9.21 x 15.17 x 1.58 Inches,,,,
154,"Microsoft - Surface Book 2 2-in-1 13.5"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Silver Notebook PC Computer Touchscreen HMU-00001",Microsoft,Book 2,919.00,0,0,Windows,17 h,13.5 in,1.90 x 14.50 x 10.14 Inches,128 GB,Intel Core i5,,8 GB
155,"HP 12-F014DX Laptop Notebook Tablet -in-1 12.3"" Touch-Screen Chromebook - Intel Core M - 4GB Memory - 32GB eMMC Flash Memory - HP Matte Finish In Ceramic White And Oxford Blue",HP,3PH11UAB07D6FN5RJ,519.00,0,0,Chrome OS,,12.3 in,,,,,4 GB
156,"Refurbished Microsoft Surface Book 128GB, 8GB RAM, Intel Core i5",Microsoft,CR9-00001,489.00,5,1,,,,12.30 x 12.30 x 0.90 Inches,,,,
157,"Dell Inspiron 14 5000 2-in-1 Laptop, 14'' LCD, Intel Core i5 (8th Gen) Core i5-8265U, 8GB DDR4, 256GB SSD, Windows 10 Home, i5481-5684GRY",Dell,I54815684GRY,641.13,3.7,1125,Windows 10,,14.00 in,,256 GB,Intel Core i5,,8 GB
158,name,new,,369.99,0,0,Windows,,,,,,,
159,"Microsoft Surface 13.5"" Touchscreen Laptop i7-7660U 16GB 512GB SSD Win10 Pro",Microsoft,,899.99,0,0,Windows 10,14.5 h,"13.5""",8.80 x 12.10 x 0.60 Inches,512 GB,Intel Core i7,2.50 GHz,16 GB
160,"Refurbished Dell Chromebook 3120 11.6"" HD Laptop Intel 2.16GHz 4GB 16GB SSD Google Chrome OS HDMI Bluetooth Wifi and Webcam",Dell,3120,72.94,1,1,Chrome OS,,11.6 in,,16 GB,Intel Celeron,2.13 GHz,4 GB
161,"Lenovo Chromebook N22-20 Intel Celeron N3050 X2 1.6GHz 4GB 16GB 11.6"", Black (Certified Refurbished)",Lenovo,N22-20,74.97,5,1,Chrome OS,10 Hours,11.6 Inches,11.80 x 8.30 x 0.90 Inches,16 GB,Intel Celeron,1.6 Gigahertz,4 Gigabytes
162,"Refurbished - Samsung XE303C12 Exynos 5250 Dual Core 1.7GHz, 2GB, 16GB SSD, 11.6-in, Chrome OS, CAM",Samsung.,,59.98,2.4,5,Chrome OS,,11.6 in,,16 GB,,,2 GB
163,"Acer Chromebook C720-2844 Intel Celeron 2955U X2 1.4GHz 4GB 16GB SSD, Black (Certified Refurbished)",Acer,C720-2844,79.99,4.3,4,Chrome OS,4 h,11.6 in,,16 GB,Intel Celeron 2955U,1.4 GHz,4 GB
164,"Samsung 11.6 Inch Chromebook 3, Intel Celeron N3060, 4GB Memory, 16GB eMMC Storage",Samsung,XE500C13-S02US,159.00,4.2,74,Chrome OS,,"11.6""",,16 GB,Intel Celeron,,4 GB
165,Acer Chromebook 15 Intel Celeron 1.6 GHz 4 GB Ram 32GB Flash Chrome OS | Manufacturer Refurbished,Acer,CB3-532-C4ZZ,149.99,4.7,3,Chrome OS,,"15.6""",,32 GB,Intel Celeron,1.6 GHz,4 GB
166,"Acer Chromebook R11 CB5-132T-C67Q Touch screen Chromebook with Intel Celeron N3060 Processor, 11.6"" IPS Multitouch screen 4GB Memory, 32GB SSD and Google Chrome OS",Acer,CB5-132T-C67Q,250.75,4.1,49,Chrome OS,10 h,11.6 in,11.57 x 8.03 x 9.33 Inches,32 GB,Intel Celeron,1.6 GHz,4 GB
167,"Acer 15.6"" HD Chomebook, Intel Celeron N3060, Intel HD Graphics 400, 4GB, 32GB HDD, CB3-532-C4ZZ",Acer,CB3-532-C4ZZ,229.00,4.1,42,Chrome OS,12 h,15.6 in,15.08 x 0.95 x 1.08 Inches,32 GB,Intel Celeron,1.6 GHz,4 GB
168,"Samsung Metallic Black 11.6"" XE500C13-K02US Chromebook 3 PC with Intel Celeron N3050 Processor, 4GB Memory, 16GB eMMC Drive and Chrome OS",Samsung,XE500C13-K02US,158.99,4.3,136,Chrome OS,11 hours,11.6 in,14.20 x 13.10 x 2.50 Inches,16 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.16 GHz",4 GB
169,"Refurbished Acer C720-2103 11.6"" LED Chromebook Intel Celeron 1.4Ghz Dual Core 2GB 16GB SSD",Acer,C720-2103,69.99,3.4,35,Chrome OS,,11.6 in,,16 GB,,1 GHz,2 GB
170,"HP 14"" Touch Screen Widescreen LED-LCD, Intel Core i3-8145U, 4GB DDR4 SDRAM, 128GB SSD, Intel UHD Graphics 620, Bluetooth, Fingerprint reader, Ash Silver Laptop 14-DQ0011DX",HP,14-DQ0011DX,347.99,0,0,Windows 10,,14 in,,128 GB,"Intel Core i3-8145U (2.1 GHz base frequency, up to 3.9 GHz with Intel® Turbo Boost Technology, 4 MB cache, 2 cores)",,4 GB
171,"Acer Spin 1 , 11.6"" Full HD Touch Notebook, Intel Pentium N4200, Intel HD Graphics, 4GB, 64GB HDD, SP111-32N-P6CV",Acer,SP111-32N-P6CV,349.00,4.3,58,Windows 10,8 h,11.6 in,,64 GB,Intel Pentium N4200,2.5 GHz,4 GB
172,"HP Pavilion 15.6"" FHD, AMD Ryzen 7 3700U, AMD Radeon RX Vega 10, 8GB RAM, 1TB HDD + 128GB SSD, Windows 10, 15-cw1064wm, Horizon Blue",HP,15-cw1064wm,579.00,4.2,33,Windows 10,,"15.60""",,1 TB,AMD Ryzen 7 3700U,2.3 GHz,8 GB
173,"NEW HP 14"" Intel N3350 2.4GHz 4GB RAM 64GB eMMC TrueVision HD Webcam Windows 10 Marine Blue",Slashtek,14-bs153od,326.30,3,2,Windows 10,9 hours,"14\""",,64 GB,Intel Celeron,,4 GB
174,"HP Pavilion Gaming Laptop 15.6"", Intel Core i5-9300H, NVIDIA GTX 1050 3GB, 8GB Memory, 256GB SSD,15-dk0051wm",HP,15-dk0051wm,614.00,4.4,89,Windows 10,10 h,15.6 in,,256 GB,Intel Core i5,2.4 GHz,8 GB
175,Hewlett Packard 7QK06UA#ABA Hp 17-by1053dx Laptop,HP,7QK06UA#ABA,489.99,0,0,Windows 10,,17.3 in,,256 GB,Intel Core i5,,8 GB
176,"HP Pavilion 15 Laptop 15.6"" Touchscreen, Intel Core i5-8250U, Intel UHD Graphics 620, 1TB HDD + 16GB Intel Optane memory, 8GB SDRAM, 15-cs0051wm",HP,15-cs0051wm,555.94,3.9,30,Windows 10,9.00 h,"15.6""",20.47 x 12.00 x 2.72 Inches,1 TB,Intel Core i5 - 8th Generation,1.6 GHz,8 GB
177,"onn. Laptop, 14”, Intel Core i3, 4GB RAM, Intel UHD Graphics 620",onn.,100003497,399.00,4,3,Windows 10,8.00 h,"14.00""",,128 GB,Intel Core i3,2.1 GHz,4 GB
178,"HP ENVY 13.3"" FHD, Intel Core i5-8250U, 8GB SDRAM, 256GB SSD, 13-ah0051wm",HP,13-ah0051wm,629.00,4.7,20,Windows 10,14.00 h,"13.3""",,256 GB,Intel Core i5 - 8th Generation,1.6 GHz,8 GB
